,Coords,City,Tweet,Timestamp,Density
17,"[-73.8525728909017, 40.82682219807212]",New York City Metro,Incident on #I278 EB at Exit 39 - Queens Midtown Expressway https://t.co/eOCz1nGJUk,2022-03-29 14:22:29+00:00,2
18,"[-73.84365739001235, 40.82840247771987]",New York City Metro,Incident on #I278 EB at Exit 39 - Queens Midtown Expressway https://t.co/eOCz1nGJUk,2022-03-29 14:22:29+00:00,2
0,"[-73.89643778763276, 40.71029059983549]",New York City Metro,No traffic my niggas be there in 3 mins,2022-03-29 14:12:37+00:00,0
1,"[-74.00713999999994, 40.71455000000003]",New York City Metro,No traffic my niggas be there in 3 mins,2022-03-29 14:12:37+00:00,0
0,"[-73.88927432395744, 40.82075459501255]",New York City Metro,BUFFALO: Crash: WB on I-90 exit 48A-exit 49: Left lane blocked,2022-03-29 14:09:14+00:00,2
1,"[-74.00713999999994, 40.71455000000003]",New York City Metro,BUFFALO: Crash: WB on I-90 exit 48A-exit 49: Left lane blocked,2022-03-29 14:09:14+00:00,2
0,"[-73.88033450644639, 40.82351369402514]",New York City Metro,"CLEARED BUFFALO: Crash: WB on I-90 at exit 51: Right lane blocked: Incident clear, traffic normal.",2022-03-29 14:05:54+00:00,0
1,"[-74.00713999999994, 40.71455000000003]",New York City Metro,"CLEARED BUFFALO: Crash: WB on I-90 at exit 51: Right lane blocked: Incident clear, traffic normal.",2022-03-29 14:05:54+00:00,0
0,"[-73.99591085439246, 40.725166700991714]",New York City Metro,Construction on #M9Bus Both directions from E Houston St/Av C to Av C/E 10 St https://t.co/5pwaN0VvUD,2022-03-29 14:04:43+00:00,0
1,"[-73.99200880671974, 40.72386561092727]",New York City Metro,Construction on #M9Bus Both directions from E Houston St/Av C to Av C/E 10 St https://t.co/5pwaN0VvUD,2022-03-29 14:04:43+00:00,0
2,"[-74.00713999999994, 40.71455000000003]",New York City Metro,Construction on #M9Bus Both directions from E Houston St/Av C to Av C/E 10 St https://t.co/5pwaN0VvUD,2022-03-29 14:04:43+00:00,0
0,"[-73.99591085439246, 40.725166700991714]",New York City Metro,Construction on #M21Bus Both directions from E Houston St/Av C to E Houston St/Essex St https://t.co/wlwbvdwC9C,2022-03-29 14:00:31+00:00,0
1,"[-73.99200880671974, 40.72386561092727]",New York City Metro,Construction on #M21Bus Both directions from E Houston St/Av C to E Houston St/Essex St https://t.co/wlwbvdwC9C,2022-03-29 14:00:31+00:00,0
2,"[-74.00713999999994, 40.71455000000003]",New York City Metro,Construction on #M21Bus Both directions from E Houston St/Av C to E Houston St/Essex St https://t.co/wlwbvdwC9C,2022-03-29 14:00:31+00:00,0
5,"[-73.98870418539046, 40.71758490575747]",New York City Metro,Construction on #M21Bus Both directions from E Houston St/Av C to E Houston St/Essex St https://t.co/wlwbvdwC9C,2022-03-29 14:00:31+00:00,0
6,"[-73.88101946654612, 40.67121439147723]",New York City Metro,Construction on #M21Bus Both directions from E Houston St/Av C to E Houston St/Essex St https://t.co/wlwbvdwC9C,2022-03-29 14:00:31+00:00,0
7,"[-73.87297925157637, 40.658015444298165]",New York City Metro,Construction on #M21Bus Both directions from E Houston St/Av C to E Houston St/Essex St https://t.co/wlwbvdwC9C,2022-03-29 14:00:31+00:00,0
0,"[-73.95293601621293, 40.673410932591935]",New York City Metro,Construction on #B45Bus Both directions at St Johns Pl/Rogers Av https://t.co/k58VYT9ALx,2022-03-29 13:58:36+00:00,0
1,"[-73.95370083037184, 40.66216772961694]",New York City Metro,Construction on #B45Bus Both directions at St Johns Pl/Rogers Av https://t.co/k58VYT9ALx,2022-03-29 13:58:36+00:00,0
2,"[-73.95118035655754, 40.63871004966159]",New York City Metro,Construction on #B45Bus Both directions at St Johns Pl/Rogers Av https://t.co/k58VYT9ALx,2022-03-29 13:58:36+00:00,0
3,"[-73.9509499231125, 40.63630004908717]",New York City Metro,Construction on #B45Bus Both directions at St Johns Pl/Rogers Av https://t.co/k58VYT9ALx,2022-03-29 13:58:36+00:00,0
4,"[-74.00713999999994, 40.71455000000003]",New York City Metro,Construction on #B45Bus Both directions at St Johns Pl/Rogers Av https://t.co/k58VYT9ALx,2022-03-29 13:58:36+00:00,0
0,"[-73.9835620007689, 40.58912499734515]",New York City Metro,"Accident. One lane blocked in #Brooklyn:OntheBQE on I-278 (Gow Expy) EB at The Prospect Expwy/x24, stopped traffic back to 7th Ave/x20 (EB) #traffic https://t.co/cLJ9IKsg5n",2022-03-29 13:45:43+00:00,2
1,"[-74.00713999999994, 40.71455000000003]",New York City Metro,"Accident. One lane blocked in #Brooklyn:OntheBQE on I-278 (Gow Expy) EB at The Prospect Expwy/x24, stopped traffic back to 7th Ave/x20 (EB) #traffic https://t.co/cLJ9IKsg5n",2022-03-29 13:45:43+00:00,2
0,"[-74.00713999999994, 40.71455000000003]",New York City Metro,How to be mindful while stuck in traffic https://t.co/HqkhV96TpF,2022-03-29 13:32:04+00:00,1
0,"[-74.00713999999994, 40.71455000000003]",New York City Metro,@bdhowald There's really no good way to get uptown... Riding to the park is rough. Sometimes if you ride in the street you can hit all the lights just as they're turning yellow so you're at the tail end of car traffic.,2022-03-29 13:28:30+00:00,1
0,"[-73.99922115832749, 40.66298260400407]",New York City Metro,"Accident. Right lane blocked in #Manhattan on The FDR Drive NB approaching 79th St, stopped traffic back to 20th/23rd St/x7 #traffic https://t.co/cLJ9IKsg5n",2022-03-29 13:15:43+00:00,2
0,"[-73.88033450644639, 40.82351369402514]",New York City Metro,BUFFALO: Crash: WB on I-90 at exit 51: Right lane blocked,2022-03-29 13:13:18+00:00,2
2,"[-74.00713999999994, 40.71455000000003]",New York City Metro,BUFFALO: Crash: WB on I-90 at exit 51: Right lane blocked,2022-03-29 13:13:18+00:00,2
3,"[-73.69223205284062, 40.69188188058243]",New York City Metro,BUFFALO: Crash: WB on I-90 at exit 51: Right lane blocked,2022-03-29 13:13:18+00:00,2
0,"[-73.91050464101771, 40.70819996032081]",New York City Metro,Construction on #NJ3 EB at Harmon Cove https://t.co/9t7fVTc1dI,2022-03-29 13:02:22+00:00,0
1,"[-74.00713999999994, 40.71455000000003]",New York City Metro,Construction on #NJ3 EB at Harmon Cove https://t.co/9t7fVTc1dI,2022-03-29 13:02:22+00:00,0
0,"[-74.00713999999994, 40.71455000000003]",New York City Metro,How to practice mindfulness while stuck in Los Angeles traffic - Los Angeles Times https://t.co/S2SfvXJrXG,2022-03-29 12:54:19+00:00,1
0,"[-73.95128983961708, 40.7432291834036]",New York City Metro,I could’ve walked faster than my bus stuck in on bumper to bumper traffic on the Pulaski bridge. Why isn’t there a dedicated bus lane,2022-03-29 12:51:28+00:00,2
1,"[-73.95268484846329, 40.73915203024827]",New York City Metro,I could’ve walked faster than my bus stuck in on bumper to bumper traffic on the Pulaski bridge. Why isn’t there a dedicated bus lane,2022-03-29 12:51:28+00:00,2
2,"[-74.00713999999994, 40.71455000000003]",New York City Metro,I could’ve walked faster than my bus stuck in on bumper to bumper traffic on the Pulaski bridge. Why isn’t there a dedicated bus lane,2022-03-29 12:51:28+00:00,2
0,"[-74.00713999999994, 40.71455000000003]",New York City Metro,"Accident. Right lane blocked in #Manhattan on The FDR Drive NB approaching 79th St, stopped traffic back to 34th St/x8 #traffic https://t.co/cLJ9IKsg5n",2022-03-29 12:45:43+00:00,2
1,"[-73.94807409042399, 40.7696928349973]",New York City Metro,"Accident. Right lane blocked in #Manhattan on The FDR Drive NB approaching 79th St, stopped traffic back to 34th St/x8 #traffic https://t.co/cLJ9IKsg5n",2022-03-29 12:45:43+00:00,2
2,"[-73.9560770853685, 40.760911246031796]",New York City Metro,"Accident. Right lane blocked in #Manhattan on The FDR Drive NB approaching 79th St, stopped traffic back to 34th St/x8 #traffic https://t.co/cLJ9IKsg5n",2022-03-29 12:45:43+00:00,2
3,"[-73.95133259186801, 40.76585729382425]",New York City Metro,"Accident. Right lane blocked in #Manhattan on The FDR Drive NB approaching 79th St, stopped traffic back to 34th St/x8 #traffic https://t.co/cLJ9IKsg5n",2022-03-29 12:45:43+00:00,2
4,"[-73.9815837913104, 40.710726666044586]",New York City Metro,"Accident. Right lane blocked in #Manhattan on The FDR Drive NB approaching 79th St, stopped traffic back to 34th St/x8 #traffic https://t.co/cLJ9IKsg5n",2022-03-29 12:45:43+00:00,2
5,"[-73.93772574534074, 40.78843324343853]",New York City Metro,"Accident. Right lane blocked in #Manhattan on The FDR Drive NB approaching 79th St, stopped traffic back to 34th St/x8 #traffic https://t.co/cLJ9IKsg5n",2022-03-29 12:45:43+00:00,2
6,"[-73.97472438992716, 40.734925038180876]",New York City Metro,"Accident. Right lane blocked in #Manhattan on The FDR Drive NB approaching 79th St, stopped traffic back to 34th St/x8 #traffic https://t.co/cLJ9IKsg5n",2022-03-29 12:45:43+00:00,2
7,"[-73.97219228856517, 40.74274780951136]",New York City Metro,"Accident. Right lane blocked in #Manhattan on The FDR Drive NB approaching 79th St, stopped traffic back to 34th St/x8 #traffic https://t.co/cLJ9IKsg5n",2022-03-29 12:45:43+00:00,2
8,"[-73.94289819271366, 40.77811919067601]",New York City Metro,"Accident. Right lane blocked in #Manhattan on The FDR Drive NB approaching 79th St, stopped traffic back to 34th St/x8 #traffic https://t.co/cLJ9IKsg5n",2022-03-29 12:45:43+00:00,2
9,"[-73.94472618438424, 40.77278779095276]",New York City Metro,"Accident. Right lane blocked in #Manhattan on The FDR Drive NB approaching 79th St, stopped traffic back to 34th St/x8 #traffic https://t.co/cLJ9IKsg5n",2022-03-29 12:45:43+00:00,2
10,"[-73.9607872806428, 40.75593563511493]",New York City Metro,"Accident. Right lane blocked in #Manhattan on The FDR Drive NB approaching 79th St, stopped traffic back to 34th St/x8 #traffic https://t.co/cLJ9IKsg5n",2022-03-29 12:45:43+00:00,2
11,"[-73.97255899941517, 40.72522369662574]",New York City Metro,"Accident. Right lane blocked in #Manhattan on The FDR Drive NB approaching 79th St, stopped traffic back to 34th St/x8 #traffic https://t.co/cLJ9IKsg5n",2022-03-29 12:45:43+00:00,2
12,"[-73.96643932190055, 40.74990445168742]",New York City Metro,"Accident. Right lane blocked in #Manhattan on The FDR Drive NB approaching 79th St, stopped traffic back to 34th St/x8 #traffic https://t.co/cLJ9IKsg5n",2022-03-29 12:45:43+00:00,2
13,"[-74.00036199440645, 40.70754913238046]",New York City Metro,"Accident. Right lane blocked in #Manhattan on The FDR Drive NB approaching 79th St, stopped traffic back to 34th St/x8 #traffic https://t.co/cLJ9IKsg5n",2022-03-29 12:45:43+00:00,2
14,"[-74.00522158453529, 40.704676668554015]",New York City Metro,"Accident. Right lane blocked in #Manhattan on The FDR Drive NB approaching 79th St, stopped traffic back to 34th St/x8 #traffic https://t.co/cLJ9IKsg5n",2022-03-29 12:45:43+00:00,2
15,"[-74.0101926815542, 40.70184748091681]",New York City Metro,"Accident. Right lane blocked in #Manhattan on The FDR Drive NB approaching 79th St, stopped traffic back to 34th St/x8 #traffic https://t.co/cLJ9IKsg5n",2022-03-29 12:45:43+00:00,2
0,"[-74.00713999999994, 40.71455000000003]",New York City Metro,"Accident. Right lane blocked in #Manhattan on The FDR Drive NB approaching 79th St, stopped traffic back to 49th St/x10 (SB) #traffic https://t.co/cLJ9IKsg5n",2022-03-29 12:35:43+00:00,2
1,"[-73.94807409042399, 40.7696928349973]",New York City Metro,"Accident. Right lane blocked in #Manhattan on The FDR Drive NB approaching 79th St, stopped traffic back to 49th St/x10 (SB) #traffic https://t.co/cLJ9IKsg5n",2022-03-29 12:35:43+00:00,2
2,"[-73.9560770853685, 40.760911246031796]",New York City Metro,"Accident. Right lane blocked in #Manhattan on The FDR Drive NB approaching 79th St, stopped traffic back to 49th St/x10 (SB) #traffic https://t.co/cLJ9IKsg5n",2022-03-29 12:35:43+00:00,2
3,"[-73.95133259186801, 40.76585729382425]",New York City Metro,"Accident. Right lane blocked in #Manhattan on The FDR Drive NB approaching 79th St, stopped traffic back to 49th St/x10 (SB) #traffic https://t.co/cLJ9IKsg5n",2022-03-29 12:35:43+00:00,2
4,"[-73.9815837913104, 40.710726666044586]",New York City Metro,"Accident. Right lane blocked in #Manhattan on The FDR Drive NB approaching 79th St, stopped traffic back to 49th St/x10 (SB) #traffic https://t.co/cLJ9IKsg5n",2022-03-29 12:35:43+00:00,2
5,"[-73.93772574534074, 40.78843324343853]",New York City Metro,"Accident. Right lane blocked in #Manhattan on The FDR Drive NB approaching 79th St, stopped traffic back to 49th St/x10 (SB) #traffic https://t.co/cLJ9IKsg5n",2022-03-29 12:35:43+00:00,2
6,"[-73.97472438992716, 40.734925038180876]",New York City Metro,"Accident. Right lane blocked in #Manhattan on The FDR Drive NB approaching 79th St, stopped traffic back to 49th St/x10 (SB) #traffic https://t.co/cLJ9IKsg5n",2022-03-29 12:35:43+00:00,2
7,"[-73.97219228856517, 40.74274780951136]",New York City Metro,"Accident. Right lane blocked in #Manhattan on The FDR Drive NB approaching 79th St, stopped traffic back to 49th St/x10 (SB) #traffic https://t.co/cLJ9IKsg5n",2022-03-29 12:35:43+00:00,2
8,"[-73.94289819271366, 40.77811919067601]",New York City Metro,"Accident. Right lane blocked in #Manhattan on The FDR Drive NB approaching 79th St, stopped traffic back to 49th St/x10 (SB) #traffic https://t.co/cLJ9IKsg5n",2022-03-29 12:35:43+00:00,2
9,"[-73.94472618438424, 40.77278779095276]",New York City Metro,"Accident. Right lane blocked in #Manhattan on The FDR Drive NB approaching 79th St, stopped traffic back to 49th St/x10 (SB) #traffic https://t.co/cLJ9IKsg5n",2022-03-29 12:35:43+00:00,2
10,"[-73.9607872806428, 40.75593563511493]",New York City Metro,"Accident. Right lane blocked in #Manhattan on The FDR Drive NB approaching 79th St, stopped traffic back to 49th St/x10 (SB) #traffic https://t.co/cLJ9IKsg5n",2022-03-29 12:35:43+00:00,2
11,"[-73.97255899941517, 40.72522369662574]",New York City Metro,"Accident. Right lane blocked in #Manhattan on The FDR Drive NB approaching 79th St, stopped traffic back to 49th St/x10 (SB) #traffic https://t.co/cLJ9IKsg5n",2022-03-29 12:35:43+00:00,2
12,"[-73.96643932190055, 40.74990445168742]",New York City Metro,"Accident. Right lane blocked in #Manhattan on The FDR Drive NB approaching 79th St, stopped traffic back to 49th St/x10 (SB) #traffic https://t.co/cLJ9IKsg5n",2022-03-29 12:35:43+00:00,2
13,"[-74.00036199440645, 40.70754913238046]",New York City Metro,"Accident. Right lane blocked in #Manhattan on The FDR Drive NB approaching 79th St, stopped traffic back to 49th St/x10 (SB) #traffic https://t.co/cLJ9IKsg5n",2022-03-29 12:35:43+00:00,2
14,"[-74.00522158453529, 40.704676668554015]",New York City Metro,"Accident. Right lane blocked in #Manhattan on The FDR Drive NB approaching 79th St, stopped traffic back to 49th St/x10 (SB) #traffic https://t.co/cLJ9IKsg5n",2022-03-29 12:35:43+00:00,2
15,"[-74.0101926815542, 40.70184748091681]",New York City Metro,"Accident. Right lane blocked in #Manhattan on The FDR Drive NB approaching 79th St, stopped traffic back to 49th St/x10 (SB) #traffic https://t.co/cLJ9IKsg5n",2022-03-29 12:35:43+00:00,2
0,"[-74.00713999999994, 40.71455000000003]",New York City Metro,"Accident. One lane blocked in #Manhattan on The FDR Drive NB approaching 79th St, stopped traffic back to 49th St/x10 (SB) #traffic https://t.co/cLJ9IKsg5n",2022-03-29 12:20:44+00:00,2
1,"[-73.94807409042399, 40.7696928349973]",New York City Metro,"Accident. One lane blocked in #Manhattan on The FDR Drive NB approaching 79th St, stopped traffic back to 49th St/x10 (SB) #traffic https://t.co/cLJ9IKsg5n",2022-03-29 12:20:44+00:00,2
2,"[-73.9560770853685, 40.760911246031796]",New York City Metro,"Accident. One lane blocked in #Manhattan on The FDR Drive NB approaching 79th St, stopped traffic back to 49th St/x10 (SB) #traffic https://t.co/cLJ9IKsg5n",2022-03-29 12:20:44+00:00,2
3,"[-73.95133259186801, 40.76585729382425]",New York City Metro,"Accident. One lane blocked in #Manhattan on The FDR Drive NB approaching 79th St, stopped traffic back to 49th St/x10 (SB) #traffic https://t.co/cLJ9IKsg5n",2022-03-29 12:20:44+00:00,2
4,"[-73.9815837913104, 40.710726666044586]",New York City Metro,"Accident. One lane blocked in #Manhattan on The FDR Drive NB approaching 79th St, stopped traffic back to 49th St/x10 (SB) #traffic https://t.co/cLJ9IKsg5n",2022-03-29 12:20:44+00:00,2
5,"[-73.93772574534074, 40.78843324343853]",New York City Metro,"Accident. One lane blocked in #Manhattan on The FDR Drive NB approaching 79th St, stopped traffic back to 49th St/x10 (SB) #traffic https://t.co/cLJ9IKsg5n",2022-03-29 12:20:44+00:00,2
6,"[-73.97472438992716, 40.734925038180876]",New York City Metro,"Accident. One lane blocked in #Manhattan on The FDR Drive NB approaching 79th St, stopped traffic back to 49th St/x10 (SB) #traffic https://t.co/cLJ9IKsg5n",2022-03-29 12:20:44+00:00,2
7,"[-73.97219228856517, 40.74274780951136]",New York City Metro,"Accident. One lane blocked in #Manhattan on The FDR Drive NB approaching 79th St, stopped traffic back to 49th St/x10 (SB) #traffic https://t.co/cLJ9IKsg5n",2022-03-29 12:20:44+00:00,2
8,"[-73.94289819271366, 40.77811919067601]",New York City Metro,"Accident. One lane blocked in #Manhattan on The FDR Drive NB approaching 79th St, stopped traffic back to 49th St/x10 (SB) #traffic https://t.co/cLJ9IKsg5n",2022-03-29 12:20:44+00:00,2
9,"[-73.94472618438424, 40.77278779095276]",New York City Metro,"Accident. One lane blocked in #Manhattan on The FDR Drive NB approaching 79th St, stopped traffic back to 49th St/x10 (SB) #traffic https://t.co/cLJ9IKsg5n",2022-03-29 12:20:44+00:00,2
10,"[-73.9607872806428, 40.75593563511493]",New York City Metro,"Accident. One lane blocked in #Manhattan on The FDR Drive NB approaching 79th St, stopped traffic back to 49th St/x10 (SB) #traffic https://t.co/cLJ9IKsg5n",2022-03-29 12:20:44+00:00,2
11,"[-73.97255899941517, 40.72522369662574]",New York City Metro,"Accident. One lane blocked in #Manhattan on The FDR Drive NB approaching 79th St, stopped traffic back to 49th St/x10 (SB) #traffic https://t.co/cLJ9IKsg5n",2022-03-29 12:20:44+00:00,2
12,"[-73.96643932190055, 40.74990445168742]",New York City Metro,"Accident. One lane blocked in #Manhattan on The FDR Drive NB approaching 79th St, stopped traffic back to 49th St/x10 (SB) #traffic https://t.co/cLJ9IKsg5n",2022-03-29 12:20:44+00:00,2
13,"[-74.00036199440645, 40.70754913238046]",New York City Metro,"Accident. One lane blocked in #Manhattan on The FDR Drive NB approaching 79th St, stopped traffic back to 49th St/x10 (SB) #traffic https://t.co/cLJ9IKsg5n",2022-03-29 12:20:44+00:00,2
14,"[-74.00522158453529, 40.704676668554015]",New York City Metro,"Accident. One lane blocked in #Manhattan on The FDR Drive NB approaching 79th St, stopped traffic back to 49th St/x10 (SB) #traffic https://t.co/cLJ9IKsg5n",2022-03-29 12:20:44+00:00,2
15,"[-74.0101926815542, 40.70184748091681]",New York City Metro,"Accident. One lane blocked in #Manhattan on The FDR Drive NB approaching 79th St, stopped traffic back to 49th St/x10 (SB) #traffic https://t.co/cLJ9IKsg5n",2022-03-29 12:20:44+00:00,2
